track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood
5GyvoEkKjaoPnLFpHr1t8Z,['Justnormal'],Effervescence,Those Melancholy,16,163235,0,0.705,0.229,3,-7.961,1,0.169,0.838,0.625,0.518,0.104,170.043,4,study,0.34600000000000003
1byydVLDAt7An5Pk3SuL5j,"['Craig David', 'Bastille', 'Vigiland']",I Know You (Remixes) (feat. Bastille),I Know You (feat. Bastille) - Vigiland Remix,59,183344,0,0.674,0.471,9,-8.199,1,0.0719,0.0946,0.0,0.22,0.219,127.963,4,british,0.4546666666666667
4jjffAWFywfwHKQGqOzOaW,['Tubeway Army'],Saint Kotar The Ultimate Fantasy Playlist,I Only Rewind,0,250026,0,0.627,0.704,0,-8.415,1,0.0497,0.0458,0.0859,0.113,0.781,141.891,4,synth-pop,0.7040000000000001
4zA4VYiM01ClfpT5a47CAh,['Flavien Berger'],Contre-Temps,Pamplemousse,44,275213,0,0.722,0.168,6,-16.505,1,0.0398,0.892,0.66,0.116,0.34,125.94,4,synth-pop,0.41
1l1ra0gsPlpnDOc4HdkKZU,['Weezer'],Emo Christmas 2022,O Come All Ye Faithful,1,124653,0,0.516,0.818,11,-6.076,1,0.0393,0.00701,0.0,0.337,0.769,121.907,4,rock,0.7010000000000001
4qJaSXeOW28mgxHFRQ87nF,"['Sub Zero Project', 'Dimatik']",Fight As One,Fight As One,50,263926,0,0.406,0.884,10,-5.939,0,0.112,5.34e-05,0.0224,0.1,0.0403,153.124,4,hardstyle,0.44343333333333335
2Tj8bSk30yzu5nyxr1U2TP,"['Joaquín Rodrigo', 'John Williams', 'Louis Frémaux', 'Philharmonia Orchestra']",Classic Williams -- Romance of the Guitar,Concierto de Aranjuez: II. Adagio,21,626866,0,0.225,0.0834,11,-18.937,0,0.0454,0.954,0.93,0.0878,0.0541,76.686,4,guitar,0.12083333333333333
3L56NA4r0sBxXiZh73Lefx,['Robyn Hitchcock & The Egyptians'],Greatest Hits,So You Think You're In Love,23,154506,0,0.591,0.84,4,-7.029,1,0.0278,0.046,0.000926,0.0961,0.958,129.029,4,power-pop,0.7963333333333334
3gELC6klL1aRJlNwxUakVH,['Last Days Of Humanity'],Horrific Compositions of Decomposition,Visual Representations of General Pathology,13,36468,0,0.226,0.96,5,-3.457,0,0.153,0.000147,0.934,0.27,0.0763,110.292,1,grindcore,0.4207666666666667
6uF3fb3UxjoVl7Ic781L9N,['Letoa'],GLOCSTARR V1,ICE COLD,62,156606,1,0.682,0.587,8,-12.296,1,0.222,0.127,0.78,0.119,0.292,153.022,4,sad,0.5203333333333334
7cEZSmCRCiOU1nsCuAtx0F,['Weezer'],Mirando las nubes,Island In The Sun,1,200053,0,0.654,0.794,4,-6.288,0,0.0284,0.00769,0.00134,0.165,0.678,114.62,4,alternative,0.7086666666666667
27fk9xZ9lQjzb6F9ZKpmnC,"['Andrew Garfield', 'Vanessa Hudgens', 'Joshua Henry']","tick, tick... BOOM! (Soundtrack from the Netflix Film)",Louder Than Words,55,293926,0,0.333,0.581,8,-5.497,1,0.0324,0.0994,0.0,0.772,0.42,95.202,4,show-tunes,0.4446666666666666
1h6OFz8gXHF4ibz9InXySs,['Poop Emoji'],The Helmet Song,The Helmet Song,8,80242,0,0.603,0.872,1,-7.628,1,0.272,0.212,0.0,0.278,0.905,99.757,4,kids,0.7933333333333333
1VftzwJX5TeLsHwOSLhLiU,['神崎エルザ'],ELZA,Independence,35,227960,0,0.556,0.91,5,-3.975,0,0.0641,0.00307,0.0,0.395,0.463,102.572,4,anime,0.6430000000000001
1QAH5HMnoDt76yBNpLUsHo,['Sam Tinnesz'],Warplanes,Bloodshot,59,200061,0,0.671,0.762,6,-4.028,1,0.0511,0.0594,0.0,0.168,0.535,126.02,4,blues,0.656
1COJdoqBNXXwEOkrO55517,['Hyperanhas'],Clima Diferente,Clima Diferente,49,210000,1,0.746,0.601,2,-6.674,0,0.04,0.102,0.0,0.259,0.783,120.035,4,funk,0.71
2FML7gk7ac6quGFIjvkDb3,['Avenged Sevenfold'],Avenged Sevenfold,Dear God,68,393480,0,0.472,0.772,5,-5.928,1,0.0316,0.00658,5.65e-05,0.132,0.6,139.993,4,metal,0.6146666666666666
0lozAj904nKA5sb3C6aAPu,['Zeca Pagodinho'],Zeca Pagodinho Naturalmente,Deixa A Vida Me Levar,50,275466,0,0.631,0.845,11,-8.08,1,0.236,0.486,0.0,0.0864,0.807,105.103,4,pagode,0.761
0Ht6YhBOUpGSFtStW80Miq,['Carolee Carmello'],Tuck Everlasting (Original Broadway Cast Recording),My Most Beautiful Day,25,321680,0,0.283,0.23,5,-13.75,1,0.0411,0.836,8.87e-05,0.103,0.118,177.047,3,show-tunes,0.21033333333333334
3A2Udf0d9lKl0Ul0t1Amo3,['Eric William Morris'],Things To Ruin: The Songs Of Joe Iconis (Original Cast Recording),Son of a Gun,21,262186,0,0.691,0.54,5,-10.945,0,0.0367,0.23,0.0275,0.0981,0.639,141.934,4,show-tunes,0.6233333333333333
1WjFM1WDt8o6YXwkY1LGgb,['Lourenco & Lourival'],Só Sucessos,Relógio Quebrado,44,174333,0,0.814,0.741,0,-2.155,1,0.0325,0.463,0.0,0.0661,0.884,96.794,4,sertanejo,0.8130000000000001
3eUOVnvVw9ntGUqJmHKF1J,['Os Paralamas Do Sucesso'],Nove Luas,Lourinha Bombril,47,158933,0,0.615,0.907,7,-9.234,1,0.042,0.0194,5.59e-05,0.279,0.8,168.459,4,r-n-b,0.774
07ulGbvQJporStcKaTxnaY,['Azur'],Pescadores,Outerinho,50,185351,0,0.636,0.0821,9,-18.707,0,0.106,0.99,0.937,0.116,0.463,87.379,4,guitar,0.3937
0Knau01dc3C81fbyOCSj9F,['Sagopa Kajmer'],Ne Kaybederdin,Ne Kaybederdin,38,307764,0,0.64,0.647,1,-8.521,1,0.0964,0.00947,0.0,0.119,0.639,170.003,4,turkish,0.642
1z8eYOOd1fjxbubkDd8Z9a,['Jorge Drexler'],Frontera,Memoria del cuero,25,304440,0,0.674,0.869,2,-9.837,1,0.0398,0.374,0.154,0.089,0.813,117.999,4,afrobeat,0.7853333333333333
1BncfTJAWxrsxyT9culBrj,"['Ludovico Einaudi', 'Daniel Hope', 'I Virtuosi Italiani']",In A Time Lapse,Experience,79,315426,0,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,4,classical,0.3106666666666667
4WgfLhHKK76T0rgahl9zor,['Samba De Raiz'],"Samba de Raiz - Ao Vivo, Vol. 2",Vai Vadiar - Ao Vivo,35,125560,0,0.443,0.76,0,-9.729,0,0.395,0.528,0.0,0.879,0.775,122.333,4,samba,0.6593333333333334
2SabxRgV7VMc1LRHgw0HIo,"['Lil Peep', 'rainy bear']",nuts (feat. rainy bear),nuts (feat. rainy bear),80,85360,1,0.576,0.741,2,-7.404,1,0.0356,0.00831,0.0,0.111,0.143,124.091,4,emo,0.48666666666666664
4uC61EsjWIOyGlJKGqRkD9,"['KAROL G', 'Mariah Angeliq']",Homecoming Latin Party,EL MAKINON,0,209160,0,0.689,0.705,0,-3.224,0,0.102,0.256,1.06e-06,0.108,0.456,89.109,4,reggae,0.6166666666666666
4vBoopG4WzohMju1GUmwoi,['LaLa Hsu'],徐佳瑩LaLa首張創作專輯,失落沙洲,55,299346,0,0.422,0.366,7,-7.181,1,0.0333,0.728,0.0,0.112,0.224,80.197,4,mandopop,0.3373333333333333
4t9aVhB3mYRqk2H3BgHRS4,"['Gammer', 'Henry Fong']",The Feeling,The Feeling,37,158400,0,0.512,0.992,0,-3.347,0,0.111,0.00854,0.346,0.325,0.219,150.012,4,happy,0.5743333333333334
1crW4hQljIIZ8WCycO5lEh,['Miranda!'],El Disco de Tu Corazón,Amanece Junto a Mi,39,187946,1,0.613,0.957,7,-4.824,1,0.0552,0.0215,0.00181,0.204,0.728,179.96,4,electronic,0.766
18jI2Eg2XpQ06sjOLLymBM,['Briston Maroney'],All Out Alternative,Paradise,0,164466,0,0.477,0.93,1,-2.347,1,0.051,0.0185,0.0,0.202,0.779,150.072,4,indie-pop,0.7286666666666667
3Mf4wIbfOnDCbU6M7WAZZC,['Telefon Tel Aviv'],Dreams Are Not Enough,"not seeing,",12,376141,0,0.465,0.309,11,-17.638,0,0.0616,0.0662,0.747,0.113,0.0342,124.975,4,idm,0.26940000000000003
0JS0AEmlz20lugs6G10mYy,['D-Block & S-te-Fan'],D-Block & S-te-Fan - From The Hard EP,From the Hard - Original Mix,22,257600,0,0.441,0.899,9,-6.544,0,0.0301,0.287,0.302,0.29,0.275,149.965,4,hardstyle,0.5383333333333334
2EPDjGmxLyouIfSRRji5q5,['Samuel E. Wright'],The Little Mermaid 2,Octopus's Garden,24,169040,0,0.475,0.65,1,-9.15,0,0.0613,0.113,0.0,0.12,0.816,185.601,4,disney,0.6469999999999999
6uoc1lU3r0pkC7lHhpSgTT,['Talking Heads'],OK Boomers - Top Tunes,Psycho Killer - 2005 Remaster,1,261413,0,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4,rock,0.7280000000000001
72PoJMDfdaw9gGECgA9kTZ,['Billy Preston'],The Kids & Me,Nothing From Nothing,63,156200,0,0.808,0.83,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,4,psych-rock,0.8489999999999999
4qPMEZPiOO1CfVwXvCoo29,['Baby Rasta & Gringo'],The Comeback: Back To Business,Amor de Lejos,34,215267,0,0.713,0.532,2,-9.054,0,0.0268,0.23,0.0,0.0742,0.567,116.055,4,salsa,0.604
1ae8XfBQ3fDEvmBjFaemGV,['Brandi Carlile'],Coffee Moment,This Time Tomorrow,0,206267,0,0.606,0.326,10,-10.031,1,0.0294,0.841,0.0,0.139,0.414,91.626,4,folk,0.4486666666666666
4ESkWmp6wJZhSQ64KBzYju,['Upchurch'],King of Dixie,Radio Jam,42,199466,1,0.465,0.612,9,-9.803,1,0.0529,0.304,0.0,0.0407,0.282,79.814,4,country,0.453
6zTO0Y58ZBd1ZMjH0EIX1X,['Datassette'],Existenzmaximum - EP,Mechanical Advantage,43,121856,0,0.587,0.507,8,-22.177,1,0.0386,0.813,0.955,0.0959,0.648,129.632,4,idm,0.5806666666666667
0xgIhX3xThraxxRAbz7ndA,"['Delete', 'E-Force']",Alpha Omega,Locked Up,21,193548,0,0.545,0.961,4,-3.376,0,0.193,0.203,0.000239,0.763,0.34,154.991,4,hardstyle,0.6153333333333334
6EuhWZ5D9InbLzy2biiVdV,['Siavash Amini'],A Trail of Laughters,"Daniâl My Son, Where Did You Vanish?",1,444000,0,0.069,0.196,1,-24.801,0,0.0805,0.283,0.934,0.36,0.0336,75.596,4,iranian,0.09953333333333335
0ZUZuBrHakxrNkThIzEJnZ,['Vybz Kartel'],Duet Deluxe Edition,Love Yuh Enuh,23,224890,1,0.552,0.851,6,-2.594,1,0.18,0.0665,0.0,0.0855,0.733,102.317,4,j-dance,0.7120000000000001
15P85g8WhxmSOpybCiNNCP,['Rainfall'],Soothing Downpours,Eternal Rain,35,247024,0,0.114,0.956,2,-15.482,1,0.0771,5.85e-05,0.933,0.372,1e-05,87.979,4,sleep,0.35667000000000004
502YAAGo4tiKD8xIqa3M5N,['The Cure'],90's Music Grandi Successi,Friday I'm In Love,1,214400,0,0.552,0.946,7,-4.249,0,0.0384,0.00106,0.000661,0.368,0.458,135.979,4,rock,0.652
6Cjc7BxVs0wdBJXuV5EDIM,"['Above & Beyond', 'Zoë Johnston', 'ALPHA 9']",Journey To ABGT500 pt.2,My Own Hymn (ABGT499D3) - ALPHA 9 Remix,33,286875,0,0.487,0.849,0,-6.247,1,0.0739,0.00305,0.00704,0.43,0.108,128.009,4,trance,0.48133333333333334
46WaBBaEHzgbN88Ew0nh50,['GFRIEND'],回:Walpurgis Night,MAGO,69,199133,0,0.621,0.821,6,-3.662,0,0.0364,0.00548,0.000578,0.142,0.646,120.062,4,k-pop,0.6960000000000001
7hpUWaCdqgQJHTVe2hqZob,"['Madhur Sharma', 'Nusrat Fateh Ali Khan']",Mere Baad Kisko Sataoge (Lo-Fi),Mere Baad Kisko Sataoge (Lo-Fi),65,99583,0,0.346,0.495,8,-8.276,1,0.0718,0.273,0.0,0.165,0.33,203.983,4,pop,0.39033333333333337
4PUB0fooIq7UudnzAKHjeS,['Fonzi M'],"Anime Piano Music Collection in Fall, Vol. 2","Fukashigi no Carte (From ""Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai"") [Ending]",44,102500,0,0.405,0.255,2,-17.557,0,0.0478,0.981,0.871,0.124,0.116,99.062,4,piano,0.25866666666666666
0XmvrI2Fczr9zkvgQvqeNx,['Hank Williams'],The Ultimate Collection,"Moanin' The Blues - Live At Grand Ole Opry, Nashville/1950/ Edit",13,145760,0,0.566,0.41,2,-10.72,1,0.0367,0.855,0.0,0.977,0.642,79.718,4,honky-tonk,0.5393333333333333
3A47sbm8jQSMNyAtLHk9Em,"['James Taylor', 'Toots Thielemans']",12 Days of Christmas 2022,The Christmas Song (Chestnuts Roasting On An Open Fire),0,232106,0,0.388,0.334,4,-9.886,1,0.0314,0.364,8.45e-06,0.256,0.22,120.82,3,singer-songwriter,0.314
6bUu7IIJwcAfmWWfeNKgjs,['Samba De Raiz'],Samba de Raiz - Ao Vivo,Fora de Ocasião - Ao Vivo,35,191306,0,0.369,0.713,0,-10.669,1,0.122,0.719,1.58e-05,0.617,0.884,201.629,4,samba,0.6553333333333332
5neqOlgqFnrKlWOZiRK5Tq,"['Ferrugem', 'Leo Santana']",Chão de estrelas (Ao vivo),Melanina (Participação especial de Léo Santana) - Ao vivo,44,213821,0,0.588,0.85,8,-5.094,0,0.0946,0.725,0.0,0.98,0.584,93.886,4,pagode,0.6739999999999999
67awxiNHNyjMXhVgsHuIrs,"['DJ Snake', 'Lil Jon']",Turn Down for What,Turn Down for What,71,213733,0,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,4,electronic,0.5661666666666666
6nXwthh92R2HlnyBWtHgHP,['Zaeden'],Genesis 1:1,kya karoon?,62,200275,0,0.723,0.56,5,-8.324,0,0.035,0.645,7.42e-06,0.228,0.619,145.022,4,indian,0.634
4sNG6zQBmtq7M8aeeKJRMQ,['Declan McKenna'],What Do You Think About the Car?,Brazil,80,252306,0,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,4,alt-rock,0.6563333333333333
5zKEoeTgIzSW4nUzAW6SIq,['Bryan & Katie Torwalt'],Bryan & Katie Torwalt Collection,Remember,50,312266,0,0.416,0.429,0,-10.347,1,0.0355,0.592,0.0,0.0622,0.0926,91.072,4,world-music,0.31253333333333333
3TO0bMBlbB8hce2klnWUjc,['Rayo & Toby'],Mama,Mama,38,208825,0,0.651,0.628,2,-3.756,1,0.158,0.0173,0.0,0.113,0.395,175.926,4,reggaeton,0.5579999999999999
5MBBQ7P9AozcQ8lF7So1B3,"['Lasse Holm', 'Monica Thörnell']",Lasse Holm,E' de' det här du kallar kärlek,37,169783,0,0.638,0.883,5,-4.273,1,0.0409,0.253,0.0,0.146,0.913,118.198,4,swedish,0.8113333333333334
2dGiKnFEOev9qyDvW8bAMq,"['David Penn', 'KPD']",Ain't Got No,Ain't Got No,59,199024,0,0.918,0.85,0,-6.134,1,0.0466,0.0466,0.414,0.072,0.532,122.997,4,deep-house,0.7666666666666666
3mkPGR4NklNB3Y77c3mrOS,"['Powfu', 'Rxseboy']",Mindurmanners,Mindurmanners,52,143500,0,0.732,0.677,10,-4.964,1,0.0418,0.176,0.0,0.116,0.57,150.067,4,sad,0.6596666666666667
1VNfpCEQ0PfyfbuE5N8alF,['Nina Simone'],Cruella (Original Motion Picture Soundtrack),Feeling Good,48,173786,0,0.426,0.305,7,-10.094,0,0.0365,0.863,0.0,0.0993,0.537,82.059,4,jazz,0.4226666666666667
1yPIFsWSszIgcArWl2lRpi,['Nat King Cole'],Christmas Vibes But Not Christmas Songs,Stardust,0,195573,0,0.262,0.324,7,-13.158,1,0.0337,0.676,0.000278,0.211,0.212,109.141,3,jazz,0.266
0WjreSYeix5YZRbwsbPv6T,['LA INDIA'],The Greatest Salsa Ever,Nunca Voy A Olvidarte,34,299613,0,0.546,0.628,6,-10.289,1,0.0441,0.625,0.011,0.0801,0.708,173.872,4,salsa,0.6273333333333333
5o7zflAK8LxDYuqpSDmwhM,['David Hazeltine'],When I Fell for You,When I Fell for You,54,322362,0,0.471,0.283,1,-15.997,1,0.0308,0.927,0.671,0.13,0.23,130.373,4,piano,0.328
3QVqZqey3hxjKCqnHA3C2x,['Biu do Piseiro'],Biu do Piseiro - Até o Talo (Ao Vivo),Tremidinha - Ao Vivo,51,138857,0,0.736,0.978,4,-2.674,1,0.0409,0.345,0.0,0.616,0.971,140.071,4,forro,0.895
54L6rC5mpGdFNgYnkIAogl,['Imelda May'],Tribal,Little Pixie,22,218133,0,0.447,0.509,0,-7.236,1,0.0279,0.894,0.00136,0.0809,0.285,83.916,4,rockabilly,0.4136666666666666
4qWKxgKybQTGQknzjzPH2i,"['Morcheeba', 'Bradley Burgess']",Dive Deep,Run Honey Run (feat. Bradley Burgess),9,223480,0,0.623,0.606,11,-9.288,1,0.0311,0.162,0.0772,0.109,0.204,87.979,4,trip-hop,0.4776666666666667
3N5Cdovy1BB8Wv7qMBwxtS,['Skid Row'],80's,18 and Life,0,231280,0,0.457,0.794,1,-6.624,0,0.0298,0.000384,7.18e-05,0.131,0.354,90.439,4,metal,0.535
5vlxhzvjTIbqK3PXw2EnZh,['Neo Fresco'],Alone,Alone,16,298909,0,0.829,0.819,1,-5.478,1,0.0533,0.00358,0.897,0.11,0.0773,109.949,4,club,0.5751
3cYQvXCTPcolOTsDSTfV0j,['Jackie Mittoo'],Keyboard King at Studio One,Henry the Great,20,212493,0,0.937,0.5,7,-11.622,1,0.198,0.544,0.861,0.104,0.711,101.665,4,afrobeat,0.7160000000000001
3g2gQMeeQAEPztiQKMlGSl,['Weezer'],Pinkerton,El Scorcho,56,243466,0,0.479,0.707,1,-4.968,1,0.0659,0.0471,0.0,0.0932,0.661,148.092,4,power-pop,0.6156666666666667
7HoICc5j4GcwXsAPvsfCgo,['Deserts Chang'],神的遊戲,玫瑰色的你,43,297813,0,0.671,0.535,11,-9.677,0,0.0258,0.653,0.00109,0.128,0.186,97.964,4,mandopop,0.46399999999999997
3W7tVtxzgkYZKkftxRTIfK,['Sgt. Papers'],Sgt. Papers Lonely Psych Punk Band,Pank,28,231990,1,0.301,0.615,5,-11.382,1,0.0353,0.00282,0.885,0.1,0.083,125.81,4,psych-rock,0.33299999999999996
5egqKwgK5r5rvGD1LrtR7J,['Linkin Park'],Hybrid Theory (Bonus Edition),Points of Authority,68,200240,0,0.512,0.97,8,-3.886,0,0.212,0.03,0.0,0.0994,0.427,94.952,4,metal,0.6363333333333333
3iALSfsgC7OUTel9f2Ohqh,['Andy Hui'],愛音樂三人行 - 許志安,二人行一日後,18,233413,0,0.422,0.603,9,-8.537,1,0.0315,0.117,0.0,0.206,0.46,181.986,4,cantopop,0.49499999999999994
1j3Ti8aey9yhh38UZidIXw,['ABC Kids'],First Songs for Children,Pop Goes the Weasel,31,73533,0,0.946,0.368,8,-9.678,1,0.132,0.617,0.0,0.0811,0.965,109.966,3,children,0.7596666666666666
5Ya7FRcfqrm5yyW0zCIpFh,"[""Johnny Burnette & The Rock 'N' Roll Trio""]",Tear It Up: The Complete Legedary Coral Recordings,Eager Beaver Baby - Single Version,23,121666,0,0.695,0.535,7,-8.851,1,0.0527,0.831,4.12e-06,0.137,0.771,130.074,4,rockabilly,0.6669999999999999
0EiZCuVOP3E9MobSidssSC,['Mohan Kannan'],Cocktail (Original Motion Picture Soundtrack),Yaariyaan - Male Vocals,55,374173,0,0.497,0.519,2,-8.324,1,0.0297,0.0754,3.07e-05,0.0391,0.415,74.967,4,indie,0.47700000000000004
71eDkFOgkFf979VV0FvzZG,['Belinda Carlisle'],Circle in the Sand,Circle in the Sand - 7” Mix,27,224120,0,0.625,0.745,2,-8.551,0,0.0441,0.0641,0.0,0.133,0.763,126.022,4,synth-pop,0.711
5zc9sDB5u1KGA1CF8ej2gY,"['Hugh Masekela', 'Black Coffee']",Black Coffee,Stimela (Coal Train) - Black Coffee Remix,17,452666,0,0.818,0.942,9,-8.364,0,0.0589,0.126,0.546,0.0665,0.735,123.015,4,afrobeat,0.8316666666666666
4JA1VA7I16v3g12AwWQN2A,['Living Room'],Ibiza Winter Island 2022 (The Deep-House Edition),Spirit Nature,0,227500,0,0.664,0.681,9,-10.967,0,0.0391,0.0316,0.853,0.125,0.5,120.003,4,jazz,0.6150000000000001
322TxW77VZdX9gHynK5Xue,['Ritviz'],Mimmi,Aaj Na,63,193425,0,0.659,0.345,11,-8.464,1,0.107,0.106,0.0,0.107,0.338,84.761,4,edm,0.44733333333333336
4GqbR5yxpmCfaxTJSwfCpj,"['James Hype', 'Miggy Dela Rosa']",Fiesta portatil,Ferrari,2,186661,0,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4,deep-house,0.743
6RueO0HhGmb5AFdEXypQhq,['Municipal Waste'],Hazardous Mutation,Set to Destruct,23,121026,0,0.32,0.985,4,-4.452,0,0.0957,0.000764,0.043,0.312,0.593,95.735,4,death-metal,0.6326666666666666
1U6C3lU8RvvTc0Nb63vAcn,['Stam1na'],Novus Ordo Mundi,Metropolio,28,348476,0,0.466,0.931,7,-6.736,1,0.0382,4.43e-06,0.528,0.0853,0.0711,112.976,4,heavy-metal,0.48936666666666667
76jqYRytkvCM1ByVYBs3NS,['Malt'],Kendi Adını Taşıyan İlk Albüm,Gol,39,190821,0,0.519,0.849,5,-5.102,0,0.0362,0.00115,0.000355,0.0989,0.743,150.077,4,turkish,0.7036666666666666
4SZI76W5PRBao0BhhIACpv,['La Sonora Matancera'],Lo Mejor de La Sonora Matancera (Remastered),Vergüenza - Remastered,29,217293,0,0.457,0.456,5,-7.222,1,0.0267,0.469,0.00158,0.243,0.61,92.051,4,salsa,0.5076666666666667
5k9o0bOuUm1xAbmJOMhjqR,['Sotam'],Bola Outro,Bola Outro,49,163000,1,0.819,0.449,1,-8.773,0,0.229,0.652,2.04e-06,0.139,0.719,100.193,4,brazil,0.6623333333333333
5npCUsfrlhdyjxyCa32maW,['Stray Kids'],Christmas EveL,Christmas EveL,67,178529,0,0.878,0.777,5,-3.702,0,0.163,0.0437,0.0,0.401,0.878,139.989,4,k-pop,0.8443333333333333
5rbuQRaf09PkVdoldSyg4m,['Finntroll'],Vredesvävd,Stjärnors Mjöd,26,248787,0,0.524,0.987,11,-5.657,0,0.0406,7.91e-05,0.00667,0.334,0.601,99.927,4,death-metal,0.7040000000000001
5e4uOUdrpFCKC2kwnXWWtY,['Prateek Kuhad'],Shehron Ke Raaz,Shehron Ke Raaz,46,152320,0,0.777,0.215,0,-13.706,1,0.0535,0.89,0.00773,0.109,0.221,111.017,4,singer-songwriter,0.4043333333333334
5N5k9nd479b1xpDZ4usjrg,"['Calvin Harris', 'Sam Smith', 'Jessie Reyez']",Promises (with Sam Smith),Promises (with Sam Smith),77,213309,0,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,4,electro,0.6783333333333333
3jgviNSXrwAlolj9IACVJH,['DJ Isaac'],Oldschool Hardcore,Bad Dreams,23,292759,0,0.751,0.797,6,-8.949,1,0.0717,0.0113,0.809,0.0529,0.1,174.087,4,hardstyle,0.5493333333333333
4PkhizFzgz3tjvv5Hsz7BU,['Street Academics'],Kalapila,Kalapila,32,176028,0,0.399,0.447,2,-7.523,1,0.0572,0.556,1.48e-05,0.0705,0.286,97.566,3,malay,0.37733333333333335
1lhL0mBtkFnCfyCzXf86uk,"['Carrie Underwood', 'John Legend']",All I want For Christmas Is Music,Hallelujah,0,275099,0,0.335,0.43,5,-5.364,1,0.0322,0.846,0.0,0.126,0.379,78.259,5,country,0.38133333333333336
5RedKVl4tZ93XTZ0tEC0ft,['Sexteto Mayor'],Embajadores Del Tango (Grabado En Vivo En Alemania),Adios Nonino,21,243546,0,0.284,0.256,9,-13.297,1,0.0488,0.756,0.00199,0.121,0.214,73.155,4,tango,0.25133333333333335
2lk5QRfMhO9Ej0pWfXZCby,['Carlos Gardel'],Carlos Gardel - Sus Mejores Tangos,Malevaje,24,143453,0,0.631,0.391,4,-6.109,1,0.307,0.975,0.0,0.709,0.496,84.774,4,tango,0.506
06vNG6CiV4k8oNA0wUUAO7,['Stephen Sanchez'],Until I Found You (Piano Version),Until I Found You - Piano Version,74,184895,0,0.603,0.148,7,-10.449,1,0.0279,0.927,0.0,0.101,0.228,95.451,3,songwriter,0.3263333333333333
2A6yzRGMgSQCUapR2ptm6A,['Cyndi Lauper'],True Colors,True Colors,70,227600,0,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,4,disco,0.2906666666666667
4jp4Z02kzzg8gK0NmDGgml,"['K-391', 'Alan Walker', 'Tungevaag', 'Mangoo']",Play,Play,70,167976,0,0.52,0.798,6,-5.498,0,0.0391,0.101,0.0,0.0932,0.168,101.944,4,house,0.49533333333333335
1GQc37FbWylRis3ScDOOcy,['Billboard Baby Lullabies'],Lullaby Renditions of The Beatles,Hey Jude,18,440596,0,0.531,0.293,10,-15.36,1,0.043,0.994,0.87,0.129,0.101,76.005,4,disney,0.30833333333333335
39KKo19KtctQX96NBWSbAy,['Unresolved'],Believe It,Believe It,21,179209,0,0.576,0.973,8,-1.465,1,0.351,0.158,0.0,0.369,0.272,155.043,4,hardstyle,0.607
1KYrhFEG2XJgtd40D9czhb,"['RDN', 'Suel', 'Ferrugem']","RDN & Amigos, Vol. 1",Duvido,45,90743,0,0.593,0.585,1,-8.037,1,0.0474,0.331,0.0,0.397,0.866,171.865,4,samba,0.6813333333333333
5sb2JetUkYGHhzXht3BxQt,['Aril Brikha'],Akire,Akire,10,486359,0,0.793,0.839,8,-9.985,0,0.0565,0.427,0.908,0.592,0.95,130.991,4,detroit-techno,0.8606666666666666
2UIKsCaL2hC2RsbmWfwW8e,['Preto no Branco'],Preto No Branco 3 (Ao Vivo),O Sonho - Ao Vivo,32,230237,0,0.444,0.565,7,-7.76,1,0.0387,0.557,2.01e-06,0.746,0.212,157.812,4,groove,0.407
30mNHDOw7qD5SF8tBeuPpu,['Konshens'],Bruk Off Yuh Back,Bruk Off Yuh Back,60,173465,0,0.816,0.875,7,-2.499,1,0.184,0.187,0.0,0.0346,0.952,100.967,4,dancehall,0.8809999999999999
4TeL4qJxtWCYmV3v9ZhkVv,['Beenie Man'],Monsters Of Dancehall,Year 4,22,192773,0,0.827,0.796,11,-6.219,1,0.334,0.18,0.0,0.317,0.914,97.607,4,j-dance,0.8456666666666667
08mG3Y1vljYA6bvDt4Wqkj,['AC/DC'],Back In Black,Back In Black,85,255493,0,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,hard-rock,0.5910000000000001
5MGdVJRHRfZ95yWQ2hCwRC,"['Yuvan Shankar Raja', 'Tanvi Shah', 'SUVI']",Billa 2 (Original Motion Picture Soundtrack),Yedho Mayakkam,47,262533,0,0.8,0.751,1,-4.972,1,0.0347,0.00194,0.437,0.0676,0.354,121.983,4,k-pop,0.6350000000000001
6aIAuKNU8JlVaTmoCYYN6U,['Tove Lo'],Glad He's Gone,Glad He's Gone,51,196348,1,0.795,0.595,1,-8.073,1,0.0698,0.0823,0.0,0.128,0.502,91.025,4,synth-pop,0.6306666666666667
